title,artist,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Goddess Kinda Power,Josefine,0.715,0.57,2,-7.266,0.0382,0.0989,1.59e-06,0.165,0.47,105.018
We Don'T Talk Anymore (Feat. Selena Gomez),"Charlie Puth, Selena Gomez",0.728,0.563,1,-8.053,0.134,0.621,0.0,0.179,0.352,100.017
Floating,Rebel Kicks,0.378,0.751,11,-5.495,0.0485,0.0171,0.0,0.0878,0.596,203.937
I Hope You Find It,Cher,0.488,0.68,10,-3.841,0.0322,0.52,0.0,0.164,0.111,137.865
Just Me,Billy Quach,0.61,0.57,7,-7.314,0.0836,0.551,0.00016,0.202,0.399,110.058
Four Walls,Avenue,0.596,0.841,9,-5.035,0.028,4.15e-05,0.0112,0.214,0.603,107.971
La Grange - 1999 Remaster,Zz Top,0.552,0.651,4,-10.624,0.229,0.00494,0.0349,0.132,0.533,161.548
Ride Wit Me,"Nelly, City Spud",0.854,0.692,7,-6.625,0.0479,0.0668,0.0,0.247,0.753,101.865
It'S My Time,Phil Andrew,0.695,0.507,10,-8.914,0.0333,0.117,0.0,0.417,0.625,119.911
How You Remind Me,Nickelback,0.44,0.763,10,-5.023,0.0337,0.00119,0.0,0.108,0.538,172.159
She Hates Me,Puddle Of Mudd,0.575,0.746,4,-5.393,0.0326,0.00875,0.0,0.768,0.607,109.789
Global,Gymmie The Dreamer,0.785,0.857,3,-3.75,0.0418,0.00116,0.00166,0.106,0.482,126.013
Dear Future Husband,Meghan Trainor,0.655,0.782,1,-4.789,0.185,0.375,0.0,0.317,0.832,79.427
Bailar Conmigo - Radio Edit,"Tnt Partyzone, Lara X",0.722,0.55,1,-7.799,0.0381,0.174,0.00662,0.155,0.265,99.999
Don'T,Ed Sheeran,0.806,0.608,1,-7.008,0.0659,0.0113,0.0,0.635,0.849,95.049
On My Mind,Ellie Goulding,0.702,0.705,0,-6.665,0.0543,0.258,5.93e-06,0.0879,0.743,154.909
Afraid Of,James Zada,0.792,0.476,0,-10.156,0.0576,0.432,7.45e-05,0.0735,0.518,107.991
Outside (Feat. Ellie Goulding),"Calvin Harris, Ellie Goulding",0.646,0.823,2,-4.123,0.0394,0.213,0.0,0.322,0.418,128.035
Window,Stonetribe,0.798,0.622,1,-5.9,0.0384,0.194,0.0,0.207,0.673,133.999
"Hey Mama (Feat. Nicki Minaj, Bebe Rexha & Afrojack)","David Guetta, Afrojack, Bebe Rexha, Nicki Minaj",0.596,0.73,9,-4.091,0.151,0.24,0.0,0.325,0.525,85.979
Every Single Night,Vicky Rai,0.655,0.894,5,-0.885,0.044,0.0474,2.1e-05,0.246,0.803,130.008
Spirits,The Strumbellas,0.552,0.725,0,-3.671,0.0266,0.154,0.0,0.108,0.786,80.506
Para Ti,Joe Lucero,0.754,0.766,7,-4.275,0.241,0.292,0.0,0.0826,0.624,96.754
The Judge,Twenty One Pilots,0.423,0.797,0,-4.659,0.124,0.177,0.0,0.137,0.592,82.617
Bring Me To Life,Evanescence,0.331,0.943,4,-3.188,0.0698,0.00721,2.06e-06,0.242,0.296,94.612
Calling,Stylemind,0.343,0.831,9,-7.972,0.0414,0.00142,0.662,0.555,0.0893,87.548
"Young, Wild & Free (Feat. Bruno Mars)","Snoop Dogg, Wiz Khalifa, Bruno Mars",0.715,0.655,0,-6.425,0.137,0.0525,0.0,0.115,0.531,95.078
Water Is Life,Tamwah,0.431,0.792,4,-8.127,0.271,0.133,0.00511,0.12,0.454,178.073
Your Nearness Is Our Good,"Micah | Michelle, Liz Vice",0.588,0.359,4,-10.931,0.032,0.0785,0.0,0.106,0.382,121.831
Empress Supreme,Luv Militia,0.915,0.937,2,-2.106,0.256,0.113,0.0,0.225,0.951,103.136
Ten Feet Tall,"Afrojack, Wrabel",0.523,0.861,0,-3.447,0.0644,0.0336,0.0,0.144,0.346,127.049
Scars To Your Beautiful,Alessia Cara,0.573,0.739,0,-5.74,0.129,0.0285,0.0,0.111,0.451,97.085
Iranam,"Ahdi, Iman Honarpishe",0.486,0.564,9,-9.357,0.501,0.847,0.0,0.14,0.522,85.39
Fresh Eyes,Andy Grammer,0.822,0.544,0,-6.797,0.0332,0.562,2.4e-05,0.144,0.861,122.047
All In My Head (Flex) (Feat. Fetty Wap),"Fifth Harmony, Fetty Wap",0.689,0.791,0,-5.194,0.053,0.023,0.0,0.0526,0.755,95.04
Superheroes,The Script,0.49,0.885,3,-4.121,0.0396,0.00218,0.0,0.0741,0.64,166.996
This Is How We Roll,"Florida Georgia Line, Luke Bryan",0.555,0.931,8,-2.969,0.0367,0.016,0.0,0.405,0.723,132.085
Highway To Hell,Ac/Dc,0.574,0.913,6,-4.793,0.133,0.061,0.00158,0.156,0.423,115.728
Thunderstruck,Ac/Dc,0.502,0.89,4,-5.175,0.0364,0.000147,0.0117,0.217,0.259,133.52
Smells Like Teen Spirit,Nirvana,0.502,0.912,1,-4.556,0.0564,2.55e-05,0.000173,0.106,0.72,116.761
It'S A Long Way To The Top (If You Wanna Rock 'N' Roll),Ac/Dc,0.456,0.863,3,-3.551,0.0894,0.133,0.0538,0.0553,0.532,135.962
The Way You Make Me Feel,Michael Jackson,0.607,0.817,1,-5.926,0.11,0.037,0.000607,0.116,0.508,114.482
Hot Child In The City - (Pre-Order Exclusive),Nick Gilder,0.799,0.71,4,-5.099,0.0397,0.0367,0.000372,0.12,0.767,110.732
Photograph,Nickelback,0.513,0.875,8,-3.753,0.029,0.000955,0.000103,0.0896,0.385,145.923
All Star,Smash Mouth,0.731,0.867,11,-5.881,0.032,0.0395,0.0,0.0861,0.776,104.019
Knockin' On Heaven'S Door,Guns N' Roses,0.486,0.744,6,-7.176,0.0404,0.0204,0.00298,0.112,0.362,132.446
I Was Made For Lovin' You,Kiss,0.768,0.852,4,-6.215,0.038,0.214,7.36e-05,0.0723,0.867,128.373
Paranoid,Black Sabbath,0.429,0.631,4,-11.514,0.0769,7.85e-05,0.00411,0.175,0.376,162.734
Moneytalks,Ac/Dc,0.649,0.903,7,-3.677,0.0318,0.000841,0.000351,0.122,0.412,121.841
Ain'T No Mountain High Enough,"Marvin Gaye, Tammi Terrell",0.663,0.6,7,-10.87,0.032,0.43,0.0,0.184,0.8,129.991
Crazy,Gnarls Barkley,0.835,0.741,8,-1.609,0.0339,0.0172,0.0577,0.0826,0.612,111.963
U Can'T Touch This,Mc Hammer,0.867,0.517,11,-13.222,0.0875,0.00456,0.000339,0.0864,0.866,133.148
Now And Later,Sage The Gemini,0.781,0.57,11,-5.874,0.188,0.273,0.0,0.196,0.858,107.059
Carry You Home,Zara Larsson,0.566,0.605,0,-5.348,0.0459,0.534,0.0,0.0966,0.322,110.798
Sweater Weather,The Neighbourhood,0.612,0.807,10,-2.81,0.0336,0.0495,0.0177,0.101,0.398,124.053
Are You With Me - Radio Edit,Lost Frequencies,0.776,0.574,5,-9.882,0.0317,0.466,7.83e-05,0.131,0.412,121.03
Bye Bye Bye,*Nsync,0.61,0.926,8,-4.843,0.0479,0.031,0.0012,0.0821,0.861,172.638
Tear In My Heart,Twenty One Pilots,0.655,0.632,2,-4.802,0.0489,0.0189,0.0,0.0722,0.447,120.113
Up&Up,Coldplay,0.479,0.717,7,-5.459,0.0605,0.0488,0.000333,0.102,0.253,163.989
Let'S Dance To Joy Division,The Wombats,0.399,0.838,4,-6.679,0.102,0.00127,0.0,0.576,0.747,116.911
Shambala - Single Version,Three Dog Night,0.604,0.769,9,-8.383,0.031,0.322,0.00245,0.389,0.834,126.634
Lovin' So Hard,Becky G,0.603,0.828,9,-5.664,0.0505,0.0616,3.26e-05,0.138,0.551,77.5
Jack & Diane,John Mellencamp,0.811,0.41,9,-8.214,0.0391,0.0365,6.63e-06,0.0799,0.626,103.965
It Wasn'T Me,"Shaggy, Rik Rok",0.849,0.613,0,-4.796,0.0715,0.0566,0.0,0.335,0.673,94.75
Anything,Hedley,0.674,0.632,7,-6.468,0.066,0.0311,0.000235,0.0778,0.905,151.989
Spaceship Superstar,Prism,0.427,0.735,11,-10.783,0.0594,0.181,3.04e-06,0.0841,0.0655,144.606
She Drives Me Crazy,Fine Young Cannibals,0.791,0.694,2,-6.02,0.0413,0.195,1.4e-05,0.031,0.962,108.799
Heaven In Your Eyes,Loverboy,0.557,0.571,6,-10.32,0.0328,0.299,0.0,0.193,0.326,123.526
Stay With Me,Sam Smith,0.479,0.419,0,-6.517,0.0389,0.568,0.000217,0.11,0.186,85.014
Slow It Down,The Lumineers,0.428,0.064,1,-14.42,0.0374,0.929,0.0,0.0859,0.108,142.436
Travelin Man,Detroit Rock Hitters,0.488,0.388,2,-7.63,0.0376,0.416,0.0,0.16,0.211,110.728
Cowboy,Kid Rock,0.608,0.897,1,-2.921,0.291,0.085,0.0,0.108,0.868,166.652
Run Like The River,Vintage Trouble,0.649,0.944,2,-4.518,0.0485,0.0158,4.41e-05,0.161,0.489,126.059
Chocolate,The 1975,0.591,0.94,11,-4.341,0.0522,0.00391,0.0,0.383,0.676,100.043
Walkin' On The Sun,Smash Mouth,0.734,0.977,6,-4.756,0.0319,0.498,0.0,0.155,0.967,123.284
Gimme Three Steps,Lynyrd Skynyrd,0.554,0.74,9,-7.706,0.0803,0.698,6.9e-05,0.225,0.804,133.363
Brown Sugar - 2009 Mix,The Rolling Stones,0.633,0.934,0,-3.594,0.0344,0.219,0.00021,0.0592,0.963,128.606
Sign Of The Gypsy Queen,April Wine,0.425,0.738,4,-7.336,0.0334,0.0131,0.000255,0.0491,0.475,138.12
T.N.T.,Ac/Dc,0.754,0.759,9,-5.218,0.302,0.153,0.000108,0.101,0.435,126.366
Bad Liar,Selena Gomez,0.953,0.41,1,-6.543,0.0705,0.175,0.0,0.0768,0.718,121.074
I Don’T Know Why,Imagine Dragons,0.491,0.65,2,-7.362,0.0679,0.00634,1.38e-05,0.188,0.0705,121.123
The Devil You Know,X Ambassadors,0.651,0.687,1,-7.371,0.0319,0.0041,0.611,0.122,0.374,107.992
Writer In The Dark,Lorde,0.325,0.271,7,-8.069,0.0418,0.73,0.0,0.301,0.279,71.855
Smooth Criminal - 2012 Remaster,Michael Jackson,0.853,0.981,8,-3.947,0.0751,0.247,0.468,0.306,0.595,118.193
Hey Jude - Remastered 2015,The Beatles,0.386,0.607,10,-7.7,0.0261,0.0112,1.38e-05,0.088,0.532,147.207
Move On Up - Extended Version,Curtis Mayfield,0.584,0.975,11,-6.534,0.0651,0.141,0.501,0.101,0.876,138.341
Sex On Fire,Kings Of Leon,0.542,0.905,9,-5.653,0.054,0.00172,0.0104,0.136,0.374,153.398
Tom Sawyer,Rush,0.53,0.9,6,-7.233,0.0371,0.00146,0.0189,0.0407,0.652,87.476
What Lovers Do (Feat. Sza),"Maroon 5, Sza",0.795,0.608,5,-5.222,0.0694,0.0767,2.92e-06,0.0853,0.386,110.001
"Homemade Dynamite (Feat. Khalid, Post Malone & Sza) - Remix","Lorde, Khalid, Post Malone, Sza",0.781,0.548,0,-4.997,0.0764,0.229,0.0,0.127,0.175,106.996
Hollywood Nights,Bob Seger,0.529,0.968,9,-5.198,0.0503,0.00506,0.00034,0.201,0.751,150.326
Raise Your Glass,P!Nk,0.7,0.695,7,-4.973,0.0897,0.00629,0.0,0.0319,0.633,122.028
Hey Bartender - Live,"The Blues Brothers, Joe Gastwirt",0.521,0.933,7,-7.29,0.171,0.0675,2.35e-05,0.981,0.528,149.273
Fortunate Son,Creedence Clearwater Revival,0.643,0.669,0,-7.485,0.0398,0.208,0.00664,0.151,0.609,132.709
Perfect Duet (Ed Sheeran & Beyoncé),"Ed Sheeran, Beyoncé",0.587,0.299,8,-7.365,0.0263,0.779,0.0,0.123,0.356,94.992
Centerfield,John Fogerty,0.777,0.948,7,-3.648,0.0479,0.127,5.36e-06,0.0708,0.973,142.359
Real Friends,Camila Cabello,0.74,0.303,3,-8.612,0.117,0.835,0.0,0.0782,0.819,91.958
"Just Like Fire (From The Original Motion Picture ""Alice Through The Looking Glass"")",P!Nk,0.632,0.701,7,-5.921,0.146,0.0114,0.0,0.108,0.497,162.958
Your Daddy Don'T Know,Toronto,0.575,0.693,5,-5.313,0.0528,0.139,0.000285,0.573,0.859,127.905
Bad Side Of The Moon,April Wine,0.561,0.768,5,-9.962,0.161,0.817,0.0891,0.289,0.583,90.36
Pocket Full Of Gold,American Authors,0.608,0.945,11,-3.858,0.0483,0.00433,0.0,0.0773,0.682,115.933
Respect,Aretha Franklin,0.805,0.558,0,-5.226,0.041,0.164,2.2e-05,0.0546,0.965,114.95
Connection,Onerepublic,0.611,0.602,5,-4.89,0.0437,0.000837,0.0,0.112,0.624,168.154
Live Like You Were Dying,Tim Mcgraw,0.416,0.546,7,-7.728,0.0297,0.492,0.0,0.0845,0.418,159.929
Take It Easy - 2013 Remaster,Eagles,0.575,0.67,7,-10.39,0.0318,0.343,4.95e-06,0.129,0.74,139.191
Hot Girl Bummer,Blackbear,0.778,0.559,6,-7.109,0.0776,0.128,0.0,0.399,0.678,129.989
All I Want,Kodaline,0.209,0.412,0,-9.733,0.0443,0.172,0.15,0.0843,0.162,86.26
It'S Never Too Late,Steppenwolf,0.451,0.653,9,-14.27,0.0433,0.493,0.000253,0.573,0.54,78.064
Clint Eastwood,Gorillaz,0.663,0.694,10,-8.627,0.172,0.0249,0.0,0.0698,0.524,167.964
Sweet City Woman,Stampeders,0.696,0.736,7,-7.283,0.048,0.255,0.0,0.117,0.917,88.133
Be Alright,Dean Lewis,0.551,0.537,11,-7.595,0.034,0.705,0.0,0.0802,0.493,126.421
I Don'T Care (With Justin Bieber),"Ed Sheeran, Justin Bieber",0.798,0.676,6,-5.041,0.0442,0.0902,0.0,0.0894,0.843,101.956
Stitches,Shawn Mendes,0.746,0.754,1,-6.684,0.0676,0.0152,0.0,0.0486,0.746,149.882
South Of The Border (Feat. Camila Cabello & Cardi B),"Ed Sheeran, Camila Cabello, Cardi B",0.857,0.621,9,-6.376,0.0825,0.148,0.0,0.0865,0.668,97.989
End Game,"Taylor Swift, Ed Sheeran, Future",0.649,0.589,2,-6.237,0.0558,0.00845,0.0,0.108,0.151,159.073
Shake It Off,Taylor Swift,0.648,0.785,7,-5.414,0.165,0.0561,0.0,0.148,0.943,160.02
Halo,Beyoncé,0.422,0.712,11,-5.907,0.1,0.273,0.0,0.051,0.471,78.454
Love On The Brain,Rihanna,0.509,0.637,4,-4.83,0.0471,0.0717,1.08e-05,0.0789,0.378,172.006
Crazy In Love (Feat. Jay-Z),"Beyoncé, Jay-Z",0.664,0.758,2,-6.583,0.21,0.00238,0.0,0.0598,0.701,99.259
Numb / Encore,"Jay-Z, Linkin Park",0.687,0.793,2,-4.254,0.166,0.0603,0.0,0.582,0.751,107.045
Wannabe,Spice Girls,0.768,0.864,11,-6.145,0.0324,0.101,0.0,0.162,0.891,110.008
Promises (With Sam Smith),"Calvin Harris, Sam Smith, Jessie Reyez",0.781,0.768,11,-5.991,0.0394,0.0119,4.91e-06,0.325,0.486,123.07
Scars To Your Beautiful,Alessia Cara,0.319,0.739,0,-5.74,0.272,0.0285,0.0,0.111,0.449,194.169
I Don’T Wanna Live Forever (Fifty Shades Darker),"Zayn, Taylor Swift",0.735,0.451,0,-8.374,0.0585,0.0631,1.3e-05,0.325,0.0862,117.973
Let It Go,James Bay,0.536,0.311,1,-10.396,0.0288,0.82,1.65e-05,0.107,0.246,147.486
Hold Back The River,James Bay,0.715,0.715,5,-7.364,0.0902,0.0526,0.0,0.0936,0.507,134.922
Starving,"Hailee Steinfeld, Grey, Zedd",0.668,0.613,4,-4.225,0.102,0.414,0.0,0.102,0.498,99.852
Worth It (Feat. Kid Ink),"Fifth Harmony, Kid Ink",0.884,0.765,8,-3.865,0.0882,0.063,7.04e-06,0.118,0.594,99.987
All About That Bass,Meghan Trainor,0.812,0.869,9,-3.698,0.0503,0.044,4.1e-06,0.118,0.963,134.087
Like I'M Gonna Lose You (Feat. John Legend),"Meghan Trainor, John Legend",0.63,0.53,0,-7.259,0.0434,0.4,0.0,0.177,0.417,108.038
Green Light (Feat. André 3000),"John Legend, André 3000",0.622,0.882,9,-5.59,0.119,0.0912,0.0,0.216,0.762,77.506
Another Day Of Sun,La La Land Cast,0.588,0.742,8,-6.757,0.0528,0.0162,3.98e-06,0.653,0.824,125.819
City Of Stars / May Finally Come True,"Justin Hurwitz, Ryan Gosling, Emma Stone",0.401,0.151,2,-15.976,0.039,0.906,0.00178,0.103,0.235,107.34
Rockabye (Feat. Sean Paul & Anne-Marie),"Clean Bandit, Sean Paul, Anne-Marie",0.717,0.73,9,-4.729,0.0568,0.383,0.0,0.398,0.792,102.002
Symphony (Feat. Zara Larsson),"Clean Bandit, Zara Larsson",0.715,0.605,0,-5.128,0.0428,0.239,1.41e-05,0.189,0.454,122.956
Solo (Feat. Demi Lovato),"Clean Bandit, Demi Lovato",0.74,0.622,11,-4.608,0.0446,0.0357,4.85e-05,0.356,0.556,104.966
Rather Be (Feat. Jess Glynne),"Clean Bandit, Jess Glynne",0.799,0.586,11,-6.735,0.0377,0.162,2.03e-06,0.193,0.549,120.97
Ciao Adios,Anne-Marie,0.694,0.853,7,-3.986,0.0934,0.136,0.0,0.322,0.501,106.098
Échame La Culpa,"Luis Fonsi, Demi Lovato",0.733,0.897,0,-3.652,0.0389,0.0391,0.0,0.117,0.649,96.006
Despacito - Remix,"Luis Fonsi, Daddy Yankee, Justin Bieber",0.649,0.798,2,-4.346,0.178,0.226,0.0,0.0711,0.857,177.899
"Taki Taki (With Selena Gomez, Ozuna & Cardi B)","Dj Snake, Selena Gomez, Ozuna, Cardi B",0.842,0.801,8,-4.167,0.228,0.157,4.82e-06,0.0642,0.617,95.881
Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,0.601,0.724,6,-4.856,0.0486,0.0945,1.68e-06,0.12,0.508,102.061
We Can'T Stop,Miley Cyrus,0.613,0.622,1,-5.794,0.0334,0.00882,0.0,0.37,0.484,80.003
Eastside (With Halsey & Khalid),"Benny Blanco, Halsey, Khalid",0.632,0.686,6,-7.665,0.243,0.549,0.0,0.2,0.329,89.949
Your Song,Ellie Goulding,0.52,0.195,10,-11.952,0.0311,0.936,0.000762,0.18,0.41,133.604
Swingin Party,Lorde,0.337,0.245,10,-13.442,0.0384,0.92,2.56e-05,0.119,0.107,107.472
Green Light,Lorde,0.594,0.721,2,-7.812,0.0957,0.0209,8.55e-06,0.0879,0.253,128.942
Team,Lorde,0.69,0.578,6,-7.436,0.0929,0.167,0.0,0.305,0.416,99.961
Tennis Court,Lorde,0.764,0.567,0,-8.585,0.0609,0.0126,9.51e-05,0.257,0.428,89.988
What Is Love,Kiesza,0.375,0.235,0,-7.078,0.0305,0.984,0.00092,0.134,0.222,144.657
Hideaway,Kiesza,0.838,0.72,7,-4.135,0.0483,0.0862,0.00696,0.0772,0.203,122.993
No Tears Left To Cry,Ariana Grande,0.699,0.713,9,-5.507,0.0594,0.04,3.11e-06,0.294,0.354,121.993
Roar,Katy Perry,0.554,0.772,7,-4.821,0.0418,0.00487,6.6e-06,0.354,0.455,179.984
Swish Swish,"Katy Perry, Nicki Minaj",0.838,0.705,5,-5.201,0.0449,0.0184,1.82e-05,0.102,0.583,119.953
Chained To The Rhythm,"Katy Perry, Skip Marley",0.562,0.8,0,-5.404,0.112,0.0814,0.0,0.199,0.471,95.029
Bon Appétit,"Katy Perry, Migos",0.8,0.795,6,-5.835,0.0626,0.131,9.02e-05,0.221,0.528,106.031
California Gurls,"Katy Perry, Snoop Dogg",0.791,0.754,0,-3.729,0.0569,0.00446,0.0,0.163,0.425,125.014
Teenage Dream,Katy Perry,0.719,0.804,10,-4.581,0.0355,0.0132,3.02e-06,0.139,0.605,119.999
Part Of Me,Katy Perry,0.678,0.918,5,-4.63,0.0355,0.000417,0.0,0.0744,0.769,130.028
Last Friday Night (T.G.I.F.),"Katy Perry, Missy Elliott, Dr. Luke, Cirkut, Dream Machine",0.685,0.828,3,-3.457,0.0347,0.0028,5.5e-06,0.685,0.781,126.035
Can We Pretend (Feat. Cash Cash),"P!Nk, Cash Cash",0.524,0.806,1,-3.447,0.406,0.197,0.0,0.101,0.45,115.172
What About Us,P!Nk,0.489,0.588,1,-6.177,0.0507,0.0285,2.11e-06,0.0906,0.187,113.617
Whatever You Want,P!Nk,0.572,0.742,2,-3.783,0.0432,0.00475,0.0,0.339,0.263,90.056
"Thunderclouds (Feat. Sia, Diplo, And Labrinth)","Sia, Diplo, Labrinth, Lsd",0.69,0.714,7,-5.948,0.0338,0.0077,7.23e-05,0.191,0.489,112.009
"No New Friends (Feat. Sia, Diplo, And Labrinth)","Sia, Diplo, Labrinth, Lsd",0.725,0.703,7,-4.641,0.0466,0.0632,0.000251,0.14,0.638,106.032
"Genius (Feat. Sia, Diplo, And Labrinth)","Sia, Diplo, Labrinth, Lsd",0.603,0.615,11,-4.931,0.165,0.0799,6.72e-05,0.117,0.561,158.657
"Audio (Feat. Sia, Diplo, And Labrinth)","Sia, Diplo, Labrinth, Lsd",0.568,0.701,3,-4.566,0.0426,0.209,1.06e-06,0.0769,0.353,89.969
Orphans,Coldplay,0.503,0.808,11,-5.051,0.0451,0.0258,0.00149,0.557,0.282,107.973
Hymn For The Weekend,Coldplay,0.491,0.693,0,-6.487,0.0377,0.211,6.92e-06,0.325,0.412,90.027
A Sky Full Of Stars,Coldplay,0.545,0.675,6,-6.474,0.0279,0.00617,0.00197,0.209,0.162,124.97
Paradise,Coldplay,0.449,0.585,5,-6.761,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631
Princess Of China,"Coldplay, Rihanna",0.42,0.69,9,-6.221,0.0347,0.00385,0.015,0.287,0.237,85.014
Wonderwall,Oasis,0.511,0.892,6,-4.349,0.0309,0.000636,0.0,0.198,0.677,87.177
Bitter Sweet Symphony,The Verve,0.356,0.917,9,-6.006,0.0479,0.0335,0.0,0.406,0.518,171.176
Sign Of The Times,Harry Styles,0.516,0.595,5,-4.63,0.0313,0.0275,0.0,0.109,0.222,119.972
Demons,Imagine Dragons,0.505,0.71,3,-3.015,0.0321,0.19,0.00025,0.269,0.428,89.938
Whatever It Takes,Imagine Dragons,0.672,0.655,10,-5.021,0.0311,0.0362,0.0,0.117,0.556,134.945
Born To Be Yours,"Kygo, Imagine Dragons",0.688,0.688,3,-5.84,0.0357,0.3,0.0,0.0982,0.451,114.011
Bad Liar,Imagine Dragons,0.383,0.637,3,-6.993,0.0703,0.0722,0.0,0.368,0.0827,177.913
Birds,Imagine Dragons,0.649,0.517,1,-7.428,0.0297,0.0146,1.63e-06,0.145,0.35,119.997
Car Radio,Twenty One Pilots,0.766,0.519,9,-7.355,0.0366,0.098,0.0,0.0855,0.612,129.972
My Blood,Twenty One Pilots,0.749,0.723,1,-6.609,0.0432,0.0563,0.022,0.0977,0.674,108.999
Me! (Feat. Brendon Urie Of Panic! At The Disco),"Taylor Swift, Brendon Urie, Panic! At The Disco",0.61,0.83,0,-4.105,0.0571,0.033,0.0,0.118,0.728,182.162
Centuries,Fall Out Boy,0.393,0.858,4,-2.868,0.0729,0.00359,0.0,0.102,0.56,176.042
Summer Days (Feat. Macklemore & Patrick Stump Of Fall Out Boy),"Martin Garrix, Macklemore, Fall Out Boy",0.661,0.723,5,-6.976,0.0566,0.179,1.23e-05,0.14,0.316,113.778
Thnks Fr Th Mmrs,Fall Out Boy,0.459,0.891,10,-5.057,0.0623,0.00511,0.0,0.106,0.588,154.837
Flames,"David Guetta, Sia",0.631,0.649,5,-5.892,0.0385,0.0817,3.8e-06,0.0934,0.421,93.95
Say My Name,"David Guetta, Bebe Rexha, J Balvin",0.703,0.66,10,-5.119,0.123,0.137,0.0,0.192,0.79,95.031
So Far Away (Feat. Jamie Scott & Romy Dya),"Martin Garrix, David Guetta, Jamie Scott, Romy Dya",0.526,0.52,6,-7.985,0.0569,0.435,0.0,0.197,0.13,149.119
Heroes (We Could Be),"Alesso, Tove Lo",0.503,0.748,5,-4.124,0.0619,0.0305,0.0,0.343,0.356,125.896
Ain'T Nobody (Loves Me Better) (Feat. Jasmine Thompson),"Felix Jaehn, Jasmine Thompson",0.778,0.566,2,-6.959,0.0311,0.672,0.000197,0.0698,0.479,117.971
Beautiful People (Feat. Khalid),"Ed Sheeran, Khalid",0.64,0.647,5,-8.114,0.186,0.124,0.0,0.0801,0.546,92.979
Girls Like You (Feat. Cardi B),"Maroon 5, Cardi B",0.851,0.541,0,-6.825,0.0505,0.568,0.0,0.13,0.448,124.959
What Lovers Do (Feat. Sza),"Maroon 5, Sza",0.799,0.597,5,-5.131,0.0611,0.0788,5.66e-06,0.1,0.419,110.001
Maps,Maroon 5,0.742,0.713,1,-5.522,0.0303,0.0205,0.0,0.059,0.879,120.032
She Will Be Loved - Radio Mix,Maroon 5,0.651,0.663,0,-5.569,0.0281,0.228,0.0,0.0994,0.465,102.0
Memories,Maroon 5,0.764,0.32,11,-7.209,0.0546,0.837,0.0,0.0822,0.575,91.019
Cold,"Maroon 5, Future",0.7,0.714,9,-6.295,0.104,0.122,0.0,0.0428,0.458,99.909
This Summer - Maroon 5 Vs. Alesso,"Maroon 5, Alesso",0.359,0.893,4,-4.07,0.406,0.0583,0.0,0.906,0.367,121.279
Misery,Maroon 5,0.704,0.81,4,-4.873,0.0425,0.000307,0.0,0.216,0.712,102.98
Never Gonna Leave This Bed,Maroon 5,0.608,0.817,11,-4.207,0.0296,0.104,0.0,0.245,0.471,117.368
Higher Love,"Kygo, Whitney Houston",0.693,0.678,8,-7.159,0.0324,0.0154,6.05e-06,0.101,0.404,103.952
Sweet But Psycho,Ava Max,0.719,0.704,1,-4.724,0.0476,0.0691,0.0,0.166,0.628,133.002
Always Remember Us This Way,Lady Gaga,0.553,0.502,0,-5.972,0.0409,0.299,0.0,0.764,0.296,129.976
Heaven,Avicii,0.592,0.873,9,-5.65,0.0275,0.0715,0.00982,0.142,0.516,122.011
Rescue Me,Onerepublic,0.759,0.605,7,-7.737,0.0433,0.156,0.0,0.694,0.64,121.049
Counting Stars,Onerepublic,0.664,0.705,1,-4.972,0.0382,0.0654,0.0,0.118,0.477,122.016
You And Me,Lifehouse,0.459,0.427,7,-7.734,0.0267,0.114,0.0,0.168,0.354,139.902
Wherever You Will Go,The Calling,0.558,0.719,2,-5.113,0.0267,0.0367,0.0,0.115,0.371,112.027
Superman (It'S Not Easy),Five For Fighting,0.382,0.416,0,-9.303,0.0302,0.0733,0.0,0.0719,0.125,102.089
Hall Of Fame (Feat. Will.I.Am),"The Script, Will.I.Am",0.421,0.873,10,-4.343,0.0564,0.0654,0.0,0.123,0.629,84.786
The Man Who Can'T Be Moved,The Script,0.605,0.629,10,-5.051,0.0279,0.437,0.0,0.097,0.308,99.894
Power Over Me,Dermot Kennedy,0.319,0.841,9,-4.232,0.147,0.0518,0.0,0.106,0.483,173.868
Shotgun,George Ezra,0.672,0.735,5,-4.733,0.0457,0.286,0.0,0.242,0.754,115.741
Budapest,George Ezra,0.714,0.451,5,-8.268,0.0276,0.0883,0.0,0.108,0.406,127.787
Found What I'Ve Been Looking For,Tom Grennan,0.623,0.829,3,-4.613,0.0286,0.0354,0.0,0.0762,0.779,107.067
City Of Stars,Tom Grennan,0.717,0.359,2,-5.853,0.0435,0.404,0.0,0.0954,0.643,103.73
Missed Connection,The Head And The Heart,0.669,0.789,0,-5.134,0.052,0.0117,4.72e-06,0.387,0.542,87.57
Ho Hey,The Lumineers,0.682,0.471,0,-9.182,0.0301,0.765,0.0,0.0908,0.421,79.907
Little Talks,Of Monsters And Men,0.457,0.757,1,-5.177,0.032,0.0206,0.0,0.146,0.417,102.961
Only Love,Ben Howard,0.559,0.493,8,-9.903,0.0963,0.303,0.00143,0.118,0.333,80.35
