title,artist,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
The Neden Game,Insane Clown Posse,0.869,0.712,1,-6.499,0.153,0.00176,6.75e-05,0.864,0.675,151.946
Téir Abhaile Riu,Celtic Woman,0.515,0.595,5,-6.76,0.0504,0.8,0.0,0.0746,0.704,124.334
Just Did A Bad Thing,Bill Wurtz,0.754,0.526,1,-12.96,0.0435,0.00261,0.466,0.113,0.716,117.051
Forget Me Thots,Yung Gravy,0.887,0.737,6,-6.489,0.16,0.243,4.11e-05,0.109,0.685,104.924
Aloha,"10K.Caash, Gun40",0.861,0.22,1,-13.626,0.745,0.416,0.0,0.15,0.551,129.817
Flamingo,Kero Kero Bonito,0.788,0.49,8,-6.287,0.511,0.313,0.0,0.0968,0.79,177.865
Single (Feat.Omeretta The Great),"Killumantii, Omeretta The Great",0.939,0.62,7,-9.105,0.289,0.0766,0.0,0.111,0.605,129.962
Start Twerkin' Like Miley,Paul Laone,0.774,0.428,11,-8.479,0.362,0.0145,0.0,0.0991,0.513,204.041
Trampoline,Shaed,0.689,0.412,7,-7.523,0.0301,0.488,0.00016,0.0659,0.537,126.754
Final Girl,"Graveyardguy, Slayyyter",0.513,0.788,8,-9.968,0.352,0.0781,0.0,0.24,0.455,132.979
Chop Chop Slide,Insane Clown Posse,0.964,0.785,7,-2.222,0.224,0.113,5.39e-06,0.0563,0.524,122.997
I Don'T Want To Set The World On Fire,The Ink Spots,0.445,0.146,5,-16.064,0.0333,0.962,1.05e-05,0.249,0.332,86.637
Cha Cha,Freddie Dredd,0.708,0.696,1,-6.363,0.172,0.487,0.0718,0.128,0.743,129.96
Snowman,Sia,0.716,0.512,1,-6.257,0.0331,0.483,0.0,0.0928,0.326,104.957
Brb,Luh Kel,0.83,0.602,7,-5.964,0.0681,0.155,0.0,0.122,0.714,110.005
It'S You,Ali Gatie,0.732,0.463,11,-6.972,0.0287,0.374,0.0,0.194,0.397,95.971
Lalala,"Y2K, Bbno$",0.843,0.391,2,-7.899,0.0845,0.181,0.0,0.137,0.496,129.972
Walk Man,Tiny Meat Gang,0.931,0.699,4,-4.991,0.0781,0.354,0.000158,0.121,0.4,94.987
Pumpkins Scream In The Dead Of Night,"Savage Ga$P, 93Feetofsmoke, Shinigami",0.811,0.577,1,-5.997,0.439,0.14,0.0,0.0817,0.455,171.092
No More ?'S,"Eazy-E, Ice Cube",0.935,0.805,7,-4.782,0.225,0.0143,1.53e-06,0.298,0.624,105.641
Sunshine,"Charlie Heat, Ant Beale",0.773,0.63,3,-6.189,0.0871,0.119,0.0,0.114,0.483,149.956
It'S Up Freestyle,Lil Keed,0.859,0.391,7,-10.252,0.701,0.0216,0.0,0.0968,0.354,157.037
One Jump Ahead,Brad Kane,0.561,0.325,7,-16.437,0.122,0.426,0.0,0.742,0.693,123.672
Runway,Stunna Girl,0.638,0.912,1,-3.3,0.474,0.0155,0.0,0.234,0.725,190.178
Buff Baby,Tobi Lou,0.734,0.765,5,-6.047,0.0571,0.243,0.0,0.101,0.512,156.04
Undercover Martyn,Two Door Cinema Club,0.442,0.872,2,-5.072,0.123,0.00025,1.74e-05,0.0602,0.568,159.867
Change Ya Life,Haiti Babii,0.696,0.399,4,-8.673,0.0369,0.0224,0.0,0.0747,0.364,98.004
Sin City,Chrishan,0.886,0.225,4,-11.437,0.457,0.676,0.0,0.0938,0.387,120.1
Devil Eyes,Hippie Sabotage,0.391,0.396,1,-8.621,0.189,0.702,0.405,0.315,0.199,99.112
How You Feel? (Freestyle) (Feat. Lil Yachty & Ski Mask The Slump God),"Dj Scheme, Danny Towers, Lil Yachty, Ski Mask The Slump God",0.949,0.425,5,-7.393,0.224,0.0295,0.0,0.106,0.621,124.927
Join Us For A Bite,"Jt Music, Andrea Storm Kaden",0.594,0.748,1,-5.651,0.0369,0.0475,0.0,0.107,0.384,85.987
Already Dead,Lil Boom,0.692,0.699,0,-11.129,0.0876,0.212,0.0357,0.109,0.569,92.987
Barking,Ramz,0.45,0.465,7,-7.867,0.268,0.185,0.0,0.0782,0.788,70.231
My Kind Of Woman,Mac Demarco,0.501,0.765,6,-7.063,0.0281,0.00294,0.49,0.184,0.46,91.769
Dissolve,Absofacto,0.688,0.582,6,-10.668,0.0542,0.23,0.000157,0.0663,0.872,85.486
Sh-Boom,"Floyd F. Mcray, Carl Feaster, Claude Walter Feaster, James Keyes, William Edwards, The Crew Cuts",0.681,0.377,2,-7.54,0.0566,0.861,0.0,0.34,0.528,130.041
Mr. Clean,Yung Gravy,0.758,0.701,9,-6.053,0.162,0.685,6.22e-06,0.114,0.626,106.74
I Wish - Radio Edit,Skee-Lo,0.715,0.738,7,-10.139,0.157,0.00826,0.0,0.26,0.573,97.877
Let'S Do It Again,J Boog,0.631,0.696,0,-5.631,0.211,0.578,0.0,0.0784,0.927,173.537
Better Now,Blanks,0.744,0.906,10,-7.027,0.0327,0.437,2.29e-06,0.0847,0.902,120.019
Cheat Codes For Hoes,"Shotgun Willy, Traqula",0.715,0.55,10,-10.293,0.425,0.651,0.000292,0.172,0.824,116.669
Someone Gets Hurt (Reprise),"Barrett Wilbert Weed, Grey Henson",0.503,0.517,6,-5.497,0.0953,0.161,0.0,0.0958,0.213,145.979
Act Up,City Girls,0.938,0.638,8,-4.696,0.188,0.0171,0.0,0.111,0.313,97.07
Beef Flomix,Flo Milli,0.903,0.555,7,-8.848,0.208,0.234,0.0,0.153,0.873,116.043
Dontmakemefallinlove,Cuco,0.388,0.904,8,-4.934,0.0741,0.373,0.431,0.0755,0.839,103.802
Calvin Cambridge,Sob X Rbe,0.776,0.678,2,-4.505,0.376,0.00476,0.0,0.363,0.81,181.872
Crush,Tessa Violet,0.91,0.401,1,-9.552,0.0855,0.0302,0.000159,0.0801,0.824,135.994
Make You Mine,Public,0.603,0.772,9,-4.444,0.0258,0.015,0.0,0.143,0.663,103.047
Boys,Lizzo,0.891,0.587,6,-4.281,0.115,0.00317,0.000154,0.0487,0.753,120.029
Becky,Championxiii,0.933,0.44,5,-9.614,0.334,0.00489,0.0,0.0925,0.31,140.018
A Cold Freezin' Night,The Books,0.688,0.816,10,-8.494,0.259,0.409,0.00311,0.338,0.743,155.936
Just Do It (Slow Motion),The Execs,0.783,0.722,0,-3.765,0.359,0.104,0.0,0.0972,0.747,180.177
Meet Rebecca!,Crazy Ex-Girlfriend Cast,0.691,0.731,4,-3.455,0.0844,0.228,0.0,0.196,0.973,156.969
Smack A Bitch,Rico Nasty,0.703,0.7,2,-2.417,0.221,0.0055,0.0,0.115,0.34,169.861
Mount Everest,Labrinth,0.46,0.426,0,-7.286,0.218,0.232,0.0754,0.0847,0.432,88.802
Lotto,Tiacorine,0.845,0.775,11,-6.977,0.0926,0.134,0.0,0.118,0.224,90.002
What I Know Now,"Leslie Kritzer, Beetlejuice Original Broadway Cast Recording Ensemble",0.643,0.571,7,-6.093,0.0643,0.47,0.0,0.0895,0.813,161.05
Wasabi,Little Mix,0.847,0.656,2,-4.976,0.115,0.00451,0.000854,0.143,0.234,114.001
Hot (Feat. Gunna),"Young Thug, Gunna",0.855,0.651,0,-8.044,0.235,0.063,0.0,0.0772,0.559,111.997
Marlboro Nights,Lonely God,0.466,0.823,2,-6.635,0.311,0.00237,0.000321,0.332,0.782,175.797
Brown Paper Bag,Migos,0.907,0.489,8,-5.79,0.158,0.0477,0.0,0.115,0.253,136.982
Valentino,24Kgoldn,0.744,0.718,9,-4.853,0.181,0.197,0.0,0.134,0.549,151.098
"Livin' In The Sunlight, Lovin' In The Moon Light",Tiny Tim,0.603,0.276,4,-19.238,0.0871,0.911,0.00237,0.484,0.86,99.561
Say My Name,"Alex Brightman, Sophia Anne Caruso, Kerry Butler, Rob Mcclure",0.534,0.754,5,-5.937,0.221,0.345,0.0,0.248,0.702,93.646
Breezeblocks,Alt-J,0.616,0.656,5,-7.298,0.0344,0.096,0.000879,0.205,0.286,150.071
Ribs,Lorde,0.511,0.472,4,-9.277,0.091,0.534,0.614,0.11,0.0399,127.978
Show & Tell,Melanie Martinez,0.535,0.746,4,-5.644,0.275,0.304,0.0,0.359,0.648,109.994
Gordon Ramsay,"Hl Wave, Jhonny Flames",0.883,0.733,10,-7.134,0.343,0.0207,0.0,0.2,0.812,74.991
Reckless,Healy,0.849,0.362,2,-8.585,0.41,0.526,1.63e-05,0.233,0.415,81.143
Needs,Verzache,0.813,0.601,11,-7.552,0.116,0.189,0.0002,0.426,0.855,118.981
Sports,Beach Bunny,0.231,0.877,9,-5.278,0.0574,0.000653,0.026,0.0694,0.524,186.142
Lay It Down,Lloyd,0.527,0.796,1,-5.111,0.062,0.017,0.0,0.0798,0.534,155.99
Can'T Lie,Ali Gatie,0.802,0.414,7,-10.635,0.0776,0.872,0.0,0.0863,0.377,131.952
(You'Re The) Devil In Disguise,Elvis Presley,0.481,0.733,5,-7.633,0.165,0.575,1.18e-05,0.108,0.874,122.909
Show Me What I'M Looking For,Carolina Liar,0.449,0.864,9,-1.159,0.0378,0.0133,1.31e-06,0.0984,0.355,105.121
Stupid (Feat. Yung Baby Tate),"Ashnikko, Yung Baby Tate",0.772,0.637,2,-6.881,0.114,0.00459,0.0,0.0778,0.54,149.906
Lil Boat,88Glam,0.764,0.672,6,-4.274,0.0655,0.0166,1.06e-06,0.103,0.594,150.021
Eyes. Lips. Face.,"Ill Wayno, Holla Fyesixwun",0.88,0.73,6,-7.008,0.181,0.0365,6.33e-06,0.232,0.86,159.957
Needs,Verzache,0.813,0.601,11,-7.55,0.121,0.191,0.000189,0.419,0.832,118.976
Beggin (Original Version),Madcon,0.715,0.8,4,-5.144,0.057,0.0271,0.0,0.0648,0.445,129.023
Yellow Hearts,Ant Saunders,0.866,0.399,7,-10.938,0.0745,0.117,0.0,0.0689,0.713,129.047
"Theme From New York, New York",Frank Sinatra,0.407,0.589,2,-5.32,0.03,0.547,0.0,0.281,0.559,109.009
"Spooky, Scary Skeletons - Undead Tombstone Remix",Andrew Gold,0.772,0.788,9,-5.414,0.0619,0.0027,0.000583,0.353,0.574,127.91
Big Fun,"Jon Eidson, Evan Todd, Barrett Wilbert Weed, Jessica Keenan Wynn, Alice Lee",0.864,0.681,8,-6.032,0.232,0.538,0.0,0.555,0.734,118.061
Sex (Catching Feelings),Eden,0.413,0.521,9,-4.469,0.0466,0.162,0.0,0.323,0.532,103.391
Indigo,"88Rising, Niki",0.819,0.664,7,-5.612,0.0828,0.0958,1.75e-06,0.263,0.71,144.988
Slide Around,"Chance The Rapper, Lil Durk, Nicki Minaj",0.869,0.67,11,-5.505,0.215,0.0912,0.0,0.0955,0.49,162.999
I.F.L.Y.,Bazzi,0.812,0.519,2,-4.823,0.0385,0.379,0.0,0.13,0.554,104.954
Cash Shit (Feat. Dababy),"Megan Thee Stallion, Dababy",0.921,0.635,1,-4.904,0.416,0.0218,0.0,0.0946,0.549,130.028
One Two,Ugly God,0.876,0.519,2,-7.317,0.11,0.0995,0.000101,0.104,0.156,75.483
Gravity,John Mayer,0.764,0.326,7,-9.883,0.0342,0.731,0.0013,0.24,0.237,123.98
"Gone, Gone / Thank You","Tyler, The Creator",0.518,0.492,10,-8.436,0.193,0.216,0.0012,0.146,0.471,78.848
Troublemaker (Feat. Flo Rida),"Olly Murs, Flo Rida",0.761,0.856,0,-3.65,0.0731,0.02,0.0,0.149,0.967,106.009
Bend And Snap,"Annaleigh Ashford, Dequina Moore, Laura Bell Bundy, 'Legally Blonde' Ensemble, Leslie Kritzer, Orfeh",0.814,0.618,9,-8.933,0.418,0.451,0.0,0.629,0.677,124.864
Be Gone Thot!,Lil Mayo,0.922,0.451,2,-5.989,0.12,0.0142,4.74e-05,0.169,0.457,120.045
All Talk,3Ohblack,0.633,0.79,2,-5.751,0.251,0.026,0.0,0.479,0.49,121.972
We Fell In Love In October,Girl In Red,0.566,0.366,7,-12.808,0.028,0.113,0.181,0.155,0.237,129.959
Loser (Feat. Splash Daddy),"Lil Chawley, Splash Daddy",0.791,0.649,8,-6.392,0.369,0.703,0.0,0.117,0.51,141.952
What You Won'T Do For Love,Bobby Caldwell,0.642,0.397,6,-16.842,0.0639,0.461,0.000834,0.106,0.798,84.064
Absolutely Anything,"Cg5, Or3O",0.714,0.892,5,-2.253,0.365,0.169,2.62e-05,0.166,0.661,105.003
Burnin' N' Itchin' - Ryanning Remix,"Lovely Peaches, Ryanning",0.867,0.41,8,-6.784,0.124,0.000532,0.00076,0.283,0.133,139.978
Beggin',Madcon,0.731,0.718,4,-7.51,0.0672,0.0226,0.0,0.0518,0.428,129.053
Weak (Bend Over),"Dj Smallz 732, Kyle Edwards",0.858,0.64,7,-7.57,0.147,0.153,0.000238,0.176,0.323,140.075
Midnight City,M83,0.526,0.712,11,-6.525,0.0356,0.0161,0.0,0.179,0.32,105.009
Boys & Girls,"Will.I.Am, Pia Mia",0.898,0.741,11,-6.385,0.0533,0.324,0.0028,0.0894,0.638,107.998
Wolves,Kanye West,0.395,0.392,1,-8.034,0.0925,0.219,0.00173,0.134,0.103,155.856
Choices (Yup),E-40,0.892,0.607,9,-7.232,0.367,0.144,0.000314,0.0909,0.244,120.0
Video Games,The Young Professionals,0.563,0.891,4,-4.511,0.0397,0.0359,0.0,0.0915,0.332,141.965
We Are Not The Same Person,"Danny Gonzalez, Drew Gooden",0.828,0.329,8,-11.679,0.468,0.644,0.0,0.0754,0.574,145.019
Never Gonna Happen,Lily Allen,0.764,0.739,2,-7.167,0.045,0.106,2.72e-06,0.0571,0.967,142.947
Neva Cared,Polo G,0.822,0.35,1,-12.207,0.574,0.0213,0.0,0.0757,0.346,77.528
Sunkissed,Khai Dreams,0.768,0.354,6,-9.484,0.0539,0.592,0.0,0.399,0.793,153.97
My Way,Queen Key,0.846,0.809,11,-3.076,0.336,0.0761,0.0,0.082,0.512,140.011
I Can'T Handle Change,Roar,0.247,0.438,5,-8.479,0.0358,0.0455,0.000871,0.111,0.39,185.716
Successful,Ariana Grande,0.847,0.603,0,-4.607,0.0397,0.107,7.4e-06,0.106,0.735,114.045
Skyfall,Adele,0.346,0.552,0,-6.864,0.0282,0.417,0.0,0.114,0.0789,75.881
Romeo & Juliet,Hobo Johnson,0.556,0.69,7,-6.499,0.754,0.34,0.0,0.0976,0.642,61.939
Asshole,Hooligan Chase,0.748,0.802,5,-6.271,0.113,0.595,0.000678,0.113,0.874,159.984
Honeypie,Jawny,0.742,0.678,5,-4.605,0.192,0.0698,0.0,0.151,0.927,115.05
Moana,Yungmanny,0.827,0.693,8,-8.183,0.539,0.318,0.0,0.126,0.47,130.027
Je'Taime,Ghostwhip,0.753,0.775,10,-8.65,0.0773,0.0342,0.467,0.0473,0.165,149.972
I Want (Feat. 2 Chainz),"Madeintyo, 2 Chainz",0.86,0.625,2,-6.922,0.105,0.179,0.000136,0.3,0.221,120.994
Monsoon,Br*Eakfast,0.569,0.488,7,-9.885,0.155,0.855,0.259,0.0952,0.26,80.485
Love Songs,Kaash Paige,0.654,0.367,5,-10.203,0.0938,0.825,0.000505,0.106,0.489,119.986
Animal,Sir Chloe,0.494,0.457,7,-6.072,0.0306,0.407,1.43e-06,0.142,0.342,82.837
Candy,Doja Cat,0.689,0.516,8,-5.857,0.0444,0.513,0.0,0.163,0.209,124.876
Good Morning,Mak Sauce,0.884,0.543,11,-8.552,0.492,0.0603,0.0,0.0672,0.783,148.037
Falling,Trevor Daniel,0.785,0.431,10,-8.756,0.0364,0.123,0.0,0.0887,0.236,127.085
A.M.,Lonr.,0.74,0.761,0,-4.753,0.0851,0.0691,0.0,0.142,0.453,146.144
That'S It,Chief Keef,0.671,0.616,8,-6.043,0.0349,0.0393,0.0,0.286,0.122,110.969
Uno,Ambjaay,0.978,0.477,8,-8.159,0.155,0.000143,0.0,0.133,0.196,110.002
Woah (Feat. D3Mstreet),"Krypto9095, D3Mstreet",0.888,0.522,1,-8.936,0.43,0.00739,0.0,0.0452,0.623,144.011
Hungry Hippo,Tierra Whack,0.893,0.61,4,-5.691,0.0488,0.0227,0.00744,0.102,0.778,136.64
Vibin',Kesh Kesh,0.686,0.805,11,-6.816,0.154,0.00478,1.09e-06,0.0887,0.289,130.981
All In,Zaehd & Ceo,0.895,0.394,1,-8.8,0.407,0.000686,0.0,0.239,0.491,141.008
Fake Id,"Riton, Kah-Lo",0.746,0.862,8,-6.11,0.0776,0.21,0.0363,0.225,0.604,122.011
"Legs (From ""Rupaul'S Drag Race 8"")","Lucian Piane, Myah Marie",0.9,0.72,5,-5.486,0.232,0.00502,6.26e-06,0.543,0.749,122.994
Who R U,Jufu,0.925,0.337,1,-13.445,0.41,0.0135,0.0,0.065,0.529,91.478
Steppin',"Supa Dupa Humble, Mills Supreme",0.85,0.58,1,-4.502,0.104,0.000404,0.0821,0.0714,0.12,160.055
Liar,Bigklit,0.883,0.492,7,-12.118,0.354,0.339,0.0,0.166,0.59,94.959
23 Island,Jaydayoungan,0.804,0.383,7,-10.984,0.354,0.563,0.0,0.238,0.455,118.009
No Idea,Don Toliver,0.651,0.631,6,-5.717,0.0896,0.519,0.000579,0.165,0.35,127.994
Take Your Man,Mahogany Lox,0.934,0.658,0,-8.052,0.108,0.411,0.000738,0.0809,0.344,110.015
"Jump Up, Super Star!","Vgr, Jenny",0.619,0.858,8,-2.312,0.223,0.029,0.0,0.164,0.588,104.753
Ride It,Regard,0.88,0.751,7,-4.258,0.0874,0.177,6.43e-05,0.106,0.884,117.948
Hard (Feat. Tay-K And Blocboy Jb),"No Jumper, Tay-K, Blocboy Jb",0.886,0.542,1,-5.424,0.338,0.113,0.0,0.151,0.314,83.519
Round Of Applause,K'Ron,0.6,0.551,2,-7.256,0.0768,0.411,0.0,0.348,0.412,102.621
You Don'T Care About Me,Shakira,0.82,0.583,1,-4.895,0.0452,0.458,0.0,0.0835,0.811,123.997
Just Keep Goin',Tobi Lou,0.775,0.412,2,-11.789,0.141,0.403,0.0,0.148,0.658,139.967
Goodmorningtokyo!,Tokyo’S Revenge,0.907,0.539,4,-7.782,0.36,0.0408,0.0,0.253,0.664,124.918
Crackhead,Ilovefriday,0.746,0.419,5,-9.083,0.478,0.0828,0.00457,0.561,0.421,145.059
Prom Dress,Mxmtoon,0.56,0.674,10,-6.048,0.0446,0.698,0.0,0.123,0.421,119.942
Lottery (Renegade),K Camp,0.915,0.556,1,-8.601,0.216,0.0145,0.000179,0.0733,0.67,148.964
My Type,Saweetie,0.899,0.811,2,-6.294,0.258,0.000677,0.0,0.0672,0.587,105.038
223'S (Feat. 9Lokknine),"Ynw Melly, 9Lokknine",0.932,0.547,0,-7.787,0.333,0.0388,0.0,0.0924,0.695,94.998
Boyfriend,Tyler Cassidy,0.722,0.405,2,-7.242,0.0632,0.91,2.03e-05,0.177,0.726,131.381
My Oh My (Feat. Dababy),"Camila Cabello, Dababy",0.724,0.491,8,-6.024,0.0296,0.018,1.29e-05,0.0887,0.383,105.046
Ghost Duet,Louie Zong,0.707,0.234,7,-16.523,0.0864,0.96,0.861,0.124,0.611,78.036
One Wish,Ray J,0.525,0.652,5,-7.042,0.28,0.278,0.0,0.339,0.602,127.673
Maniac,Conan Gray,0.623,0.647,8,-5.438,0.04,0.00122,0.0,0.354,0.522,107.987
Pretty Face,King Staccz,0.857,0.527,4,-7.586,0.321,0.165,0.0,0.192,0.528,129.843
Back Up (Feat. Big Sean),"Dej Loaf, Big Sean",0.816,0.535,9,-8.302,0.338,0.147,4.53e-06,0.176,0.435,80.012
No Face No Case,Vinny West,0.953,0.374,4,-11.926,0.39,0.728,0.0,0.27,0.525,102.998
We Are Not The Same,Young Roc,0.859,0.179,7,-10.199,0.139,0.0333,0.0107,0.324,0.0806,135.001
Hot Now,Youngboy Never Broke Again,0.739,0.637,4,-5.79,0.44,0.232,0.0,0.634,0.513,164.91
Spongy,Tisakorean,0.743,0.541,5,-6.284,0.423,0.0214,0.0,0.739,0.661,153.91
Y U Gotta B Like That,Audrey Mika,0.732,0.413,9,-6.353,0.0702,0.287,0.0,0.0565,0.761,92.066
Glitter,Benee,0.801,0.589,7,-5.157,0.0485,0.0863,0.0,0.162,0.58,116.934
Work Out,J. Cole,0.831,0.427,2,-6.903,0.106,0.0531,0.0,0.307,0.216,93.004
Opaul,Freddie Dredd,0.815,0.884,1,-4.146,0.213,0.00555,0.498,0.0983,0.638,145.031
Sugar,Brockhampton,0.453,0.538,1,-8.212,0.0638,0.449,0.0,0.19,0.516,122.973
Out West (Feat. Young Thug),"Jackboys, Travis Scott, Young Thug",0.802,0.591,8,-4.895,0.225,0.0104,0.0,0.196,0.309,139.864
Hit Tha Roof,Speed Gang,0.73,0.468,0,-6.59,0.0489,0.317,0.0,0.384,0.501,94.026
Make His Pockets Hurt,Lil Kayla,0.931,0.684,11,-4.02,0.134,0.0141,0.0,0.0588,0.269,101.98
Roscoes,Zaehd & Ceo,0.93,0.439,1,-12.667,0.374,0.0531,1.75e-05,0.0885,0.785,120.079
Kraazy,Likybo,0.689,0.701,6,-9.477,0.237,0.314,0.0,0.123,0.37,94.982
Chanel,Frank Ocean,0.776,0.503,0,-5.732,0.237,0.874,0.0,0.112,0.473,110.134
Candy,Doja Cat,0.689,0.516,8,-5.857,0.0444,0.513,0.0,0.168,0.209,124.876
Bust It Open,Lil Wil,0.912,0.681,9,-5.974,0.111,0.0407,0.0,0.117,0.865,149.993
Cyber Sex,Doja Cat,0.917,0.657,8,-5.716,0.0921,0.318,3.62e-06,0.0754,0.818,131.03
Birthday Suit,Cosmo Sheldrake,0.739,0.575,8,-8.109,0.22,0.828,7.35e-05,0.121,0.532,62.474
Walls Could Talk,Halsey,0.626,0.423,1,-6.035,0.0513,0.128,0.0,0.18,0.571,95.162
Cookie Shop,Zaehd & Ceo,0.935,0.485,1,-7.836,0.449,0.0108,0.0,0.0851,0.931,119.966
Vibez,Dababy,0.768,0.652,1,-2.708,0.307,0.113,0.0,0.107,0.777,154.187
"Delfino Plaza (From ""Super Mario Sunshine"")",Video Game Players,0.772,0.423,9,-11.233,0.0437,0.235,0.552,0.311,0.87,140.048
Wtf,"Young Spool, Jakob",0.82,0.791,8,-5.736,0.324,0.372,6.22e-05,0.471,0.902,172.094
I Did It,Kris Yute,0.769,0.429,1,-15.592,0.0581,0.116,6.47e-05,0.0666,0.567,143.94
See Your Face,C5,0.666,0.926,7,-6.564,0.121,0.0232,0.0,0.0647,0.712,86.051
Blackout,Lil Kapow,0.726,0.298,1,-13.879,0.695,0.0566,1.1e-05,0.132,0.486,150.036
Blueberry Faygo,Lil Mosey,0.774,0.554,0,-7.909,0.0383,0.207,0.0,0.132,0.349,99.034
Vibe,Cookiee Kawaii,0.759,0.561,10,-8.74,0.384,0.0676,0.00951,0.117,0.169,159.995
Go Stupid (Feat. Nle Choppa & Mike Will Made-It),"Polo G, Stunna 4 Vegas, Nle Choppa, Mike Will Made-It",0.92,0.833,1,-3.18,0.253,0.0277,0.0,0.0596,0.645,141.034
Working Bitch,Ashnikko,0.928,0.392,3,-7.537,0.0563,0.0374,0.0,0.107,0.454,102.023
Cannibal,Kesha,0.71,0.68,1,-4.676,0.106,0.0078,0.0165,0.0493,0.571,129.971
Six'Fo,Zaehd & Ceo,0.772,0.367,5,-11.785,0.594,0.0294,0.0,0.129,0.568,143.278
Bussin,Tay Money,0.858,0.519,0,-9.02,0.208,0.45,0.0,0.0884,0.752,148.087
My Heart Went Oops,Tiagz,0.962,0.412,1,-11.288,0.608,0.12,0.0,0.0904,0.506,121.037
Exactly How I Feel (Feat. Gucci Mane),"Lizzo, Gucci Mane",0.872,0.718,6,-3.238,0.229,0.114,0.0,0.333,0.833,112.981
I Think I'M Okay (With Yungblud & Travis Barker),"Machine Gun Kelly, Yungblud, Travis Barker",0.628,0.744,7,-4.718,0.0379,0.0257,0.0,0.313,0.277,119.921
Fml,Arizona Zervas,0.822,0.575,5,-5.95,0.0934,0.113,0.0,0.106,0.616,100.087
Danger (With Migos & Marshmello),"Migos, Marshmello",0.814,0.743,9,-2.968,0.159,0.152,0.0,0.163,0.367,107.996
White Sheets,Louyah,0.696,0.624,5,-6.827,0.209,0.803,5.37e-05,0.176,0.635,131.981
Can We Kiss Forever?,"Kina, Adriana Proenza",0.493,0.13,4,-18.725,0.0369,0.898,0.0223,0.0941,0.119,109.852
Sunset Lover,Petit Biscuit,0.785,0.525,6,-7.556,0.042,0.669,0.439,0.114,0.251,90.853
Toes (Feat. Lil Baby & Moneybagg Yo),"Dababy, Lil Baby, Moneybagg Yo",0.816,0.582,8,-4.141,0.341,0.0794,5.84e-06,0.0916,0.542,160.004
Hard Times,Paramore,0.695,0.818,5,-5.379,0.0334,0.00647,4.87e-06,0.0219,0.916,119.965
Laffy Taffy,D4L,0.891,0.439,7,-7.994,0.428,0.0351,0.0,0.0932,0.622,77.499
City Of Angels,24Kgoldn,0.686,0.541,0,-4.993,0.0493,0.042,0.0,0.0675,0.724,120.082
Juicy,"Doja Cat, Tyga",0.786,0.658,0,-2.61,0.0661,0.0856,0.0,0.0689,0.458,170.037
90Mh,Trefuego,0.716,0.427,1,-8.992,0.053,0.187,0.0,0.354,0.223,108.993
Break Ya Back,Lucas Coly,0.913,0.463,9,-11.797,0.36,0.0066,0.00154,0.105,0.337,144.007
I Touch Myself,Scala & Kolacny Brothers,0.575,0.384,8,-7.588,0.0277,0.971,0.894,0.0852,0.231,131.986
Need A Freak,"Mighty Bay, Huncho Da Rockstar, Kblast, Number9Ok",0.927,0.374,1,-12.053,0.522,0.0139,0.0,0.0644,0.738,129.947
Roses - Imanbek Remix,"Saint Jhn, Imanbek",0.785,0.721,8,-5.457,0.0506,0.0149,0.00432,0.285,0.894,121.962
Walked In,Ultradiox,0.891,0.538,2,-6.724,0.394,0.123,0.0,0.0848,0.643,80.032
Lmk,Lil Xxel,0.749,0.457,6,-7.515,0.0464,0.0298,0.000322,0.446,0.448,123.03
Play Date,Melanie Martinez,0.68,0.729,5,-5.077,0.0475,0.612,0.0,0.224,0.446,123.97
Homage,Mild High Club,0.546,0.468,5,-8.167,0.0287,0.153,0.00257,0.321,0.416,73.372
Le Procédé,Zackie Chan,0.826,0.556,7,-9.307,0.424,0.774,5.94e-06,0.157,0.577,124.871
Freaking Out The Neighborhood,Mac Demarco,0.565,0.832,8,-5.751,0.108,0.0639,0.0291,0.386,0.847,143.302
Are You Bored Yet? (Feat. Clairo),"Wallows, Clairo",0.682,0.683,8,-6.444,0.0287,0.156,2.32e-05,0.273,0.64,120.023
Party (Feat. Usher & Gucci Mane),"Chris Brown, Usher, Gucci Mane",0.762,0.576,1,-4.951,0.0829,0.0556,0.0,0.0869,0.316,142.096
Teen Pregnancy,Blank Banshee,0.75,0.984,7,-4.933,0.078,0.295,0.373,0.163,0.767,111.002
Deep End Freestyle,"Sleepy Hallow, Fousheé",0.876,0.479,4,-6.687,0.44,0.703,0.0,0.102,0.776,133.858
Nobody,Mitski,0.398,0.716,0,-5.254,0.0392,0.0764,0.0,0.0848,0.494,117.295
Wraith - Y2K Remix,"Ro Ransom, Y2K",0.646,0.687,6,-5.362,0.0342,0.0109,0.000277,0.111,0.326,159.934
Ice Me Out,Kash Doll,0.864,0.488,1,-9.463,0.52,0.0592,0.000678,0.0837,0.425,75.036
Boss Bitch,Doja Cat,0.707,0.955,10,-4.593,0.222,0.127,0.0,0.202,0.575,125.989
The Scotts,"The Scotts, Travis Scott, Kid Cudi",0.716,0.537,0,-7.648,0.0514,0.233,0.0,0.157,0.28,129.979
Savage,Megan Thee Stallion,0.843,0.741,11,-5.609,0.334,0.0252,0.0,0.096,0.68,168.983
They Call Me Tiago (Her Name Is Margo),Tiagz,0.88,0.578,0,-7.594,0.0736,0.199,0.418,0.0965,0.148,100.999
